,th0,th1,step,diffLogLikelihood,logLikelihood
0,0.5,0.7,0.0,0.0,-845.5951527614011
1,0.5313529419194041,0.5646036575544384,1.0,68.77140201007558,-776.8237507513255
2,0.5870772166043541,0.5520251113416719,0.7071067811865476,3.2349925590989415,-773.5887581922266
3,0.5964890891075081,0.5463231809527519,0.5773502691896257,0.28260527705788263,-773.3061529151687
4,0.5980508245359971,0.5386257561775459,0.5,6.974409309898192,-766.3317436052705
5,0.5991256540663005,0.5287358779926363,0.4472135954999579,2.3692821771055605,-768.7010257823761
6,0.6073740496217775,0.5259453987657371,0.408248290463863,2.794057577463491,-765.9069682049126
7,0.6132980698967322,0.5240564117104912,0.37796447300922725,2.9013119674228847,-763.0056562374897
8,0.6161603460840149,0.5265411618535825,0.3535533905932738,6.559752147846552,-769.5654083853362
9,0.6175744656452428,0.5240526804635387,0.3333333333333333,5.487165649022472,-764.0782427363138
10,0.6180251774000084,0.521328541273166,0.31622776601683794,0.04356899860681551,-764.034673737707
11,0.6202695180645224,0.5223029663823169,0.30151134457776363,1.2768597568430096,-762.757813980864
12,0.6221644590461906,0.5199708259397688,0.28867513459481287,4.846979966325421,-767.6047939471894
13,0.6225593331754495,0.519974142074274,0.2773500981126146,5.124595828957808,-762.4801981182316
14,0.6232030231957785,0.5187930164257469,0.2672612419124244,5.3323847194745895,-767.8125828377061
15,0.6230431975379633,0.5173004887455865,0.25819888974716115,3.416897907850057,-764.3956849298561
16,0.6233062492885134,0.5161518609881274,0.25,0.44760319395936676,-764.8432881238155
17,0.6232658629990737,0.5134148506247291,0.24253562503633297,4.359087359145406,-769.2023754829609
18,0.6251146611626024,0.5138006550137848,0.23570226039551584,3.3598755602752135,-765.8424999226856
19,0.6260877101387242,0.512686683733911,0.22941573387056177,4.770232878811612,-770.6127328014973
20,0.6301680008293156,0.5145445069862442,0.22360679774997896,4.052496700672236,-766.560236100825
21,0.629310423123953,0.5143007585909406,0.2182178902359924,3.390896235353921,-763.1693398654711
22,0.6277445376310128,0.5134178099820761,0.21320071635561044,4.405297911328944,-767.5746377768
23,0.6255397251597894,0.5106762783317522,0.20851441405707477,4.543317128408603,-763.0313206483914
24,0.6279131336002886,0.5108130909253048,0.2041241452319315,0.47683894984595554,-762.5544816985455
25,0.6291540427310502,0.5108805264576156,0.2,4.616904106728384,-767.1713858052739
26,0.6266520895035906,0.507357825226626,0.19611613513818404,0.60896340448096,-766.5624224007929
27,0.6284420398422741,0.5054982417524253,0.19245008972987526,1.012629352306476,-765.5497930484864
28,0.6293014694512579,0.5037576056954086,0.18898223650461363,2.5926932797691506,-768.1424863282556
29,0.6293053218104355,0.503510199220165,0.18569533817705186,7.168383686565903,-760.9741026416897
30,0.630854760008188,0.5025338936587577,0.18257418583505536,7.103594134509308,-768.077696776199
31,0.6351291286374751,0.5035311019267844,0.1796053020267749,5.453940641695567,-762.6237561345034
32,0.6365561017185067,0.5054533319294422,0.1767766952966369,5.120840964100921,-767.7445970986043
33,0.6365319533793349,0.5045173138555666,0.17407765595569785,0.09974472521798816,-767.8443418238223
34,0.6365803120146915,0.5044959664766395,0.17149858514250885,0.18669495589688268,-768.0310367797192
35,0.637209771234626,0.505315346545412,0.1690308509457033,1.7155723306073014,-766.3154644491119
36,0.6385050073470043,0.5071324910509042,0.16666666666666666,5.464233493765732,-771.7796979428776
37,0.6373165433944554,0.506457821379216,0.1643989873053573,1.4167353996792826,-770.3629625431984
38,0.6397972328342886,0.5083256704918836,0.16222142113076254,6.082059731890013,-764.2809028113084
39,0.6383483255085787,0.5073530863933806,0.16012815380508713,2.560987682651671,-766.84189049396
40,0.6388742827095577,0.5070588274295774,0.15811388300841897,1.2160519610745268,-768.0579424550345
41,0.6378265368594309,0.5063488374283309,0.15617376188860607,2.422169432423175,-765.6357730226114
42,0.6371258454775387,0.5060493692742544,0.1543033499620919,1.7872106840217157,-763.8485623385897
43,0.6373849024915426,0.5065321861977314,0.15249857033260467,2.6069152771971176,-766.4554776157868
44,0.6374236892005368,0.5071937553332992,0.15075567228888181,2.031552373001773,-768.4870299887885
45,0.6371201108023505,0.5074183998557317,0.14907119849998599,7.230353444802745,-761.2566765439858
46,0.637184561814257,0.5078555257602414,0.14744195615489714,3.120637929358054,-764.3773144733439
47,0.6369364899238691,0.5070044393253081,0.14586499149789456,1.3014932871594738,-763.0758211861844
48,0.6369958657485439,0.5073178257446846,0.14433756729740643,5.121000134271071,-768.1968213204555
49,0.6352910315629192,0.5070507745568451,0.14285714285714285,8.649537549886873,-759.5472837705686
50,0.6362540927106012,0.5073658738174668,0.1414213562373095,6.687584586373077,-766.2348683569417
51,0.6375419397557371,0.5079564950932365,0.14002800840280097,3.1370140699148124,-769.3718824268565
52,0.6371037997537233,0.5085230105613847,0.1386750490563073,4.2646392816577645,-765.1072431451987
53,0.6363574417215946,0.508110003328821,0.13736056394868904,3.194016137057133,-761.9132270081416
54,0.6345500874145235,0.5070445033203499,0.13608276348795434,6.4640906454422975,-768.3773176535839
55,0.6341100930307755,0.5083684121524925,0.13483997249264842,0.8291938382692479,-767.5481238153146
56,0.6342383831770484,0.508381961255757,0.1336306209562122,2.088337050946734,-765.4597867643679
57,0.6343823404575826,0.5083468185610938,0.13245323570650439,2.3379834725921,-763.1218032917758
58,0.6340676580304577,0.5092026717335424,0.13130643285972254,1.7010996310305018,-764.8229029228063
59,0.6332090902714507,0.5088663055636528,0.13018891098082386,1.8171705902960866,-763.0057323325102
60,0.6330753095991158,0.5086065846318514,0.12909944487358058,3.0736024985374115,-766.0793348310476
61,0.633406443639073,0.5095912863984223,0.12803687993289598,0.2020868184220035,-766.2814216494696
62,0.6331446852081104,0.5089489577571701,0.1270001270001905,1.2953571515163276,-764.9860644979533
63,0.6336075212787614,0.5093550012500969,0.12598815766974242,1.7279074112852868,-763.258157086668
64,0.6325383939721215,0.507338498172417,0.125,1.7586922449252143,-765.0168493315932
65,0.633392085679145,0.5083138297091858,0.12403473458920845,1.9538774887626005,-766.9707268203558
66,0.6335292044055889,0.508950662973263,0.12309149097933274,3.3700885547309554,-763.6006382656249
67,0.6330696042565164,0.5084484326931364,0.12216944435630522,3.64455893926754,-767.2451972048924
68,0.6339492431638113,0.5087958455427223,0.12126781251816648,0.5280806377478484,-766.7171165671446
69,0.6337623032912776,0.5090569671744509,0.1203858530857692,4.3337883615133705,-762.3833282056312
70,0.6350855033526805,0.5102522817319485,0.11952286093343936,6.982252754884257,-769.3655809605154
71,0.6352063389163751,0.5106528020734972,0.11867816581938534,9.175180701166028,-760.1904002593494
72,0.6354936741760245,0.5108806918891141,0.11785113019775792,7.492418541688949,-767.6828188010384
73,0.6360662857382304,0.511817445280238,0.11704114719613057,0.6258790461213266,-767.056939754917
74,0.635267479820148,0.5122782098144484,0.11624763874381928,2.794716472455093,-769.8516562273721
75,0.6344450611966327,0.5128625565814988,0.11547005383792515,1.3921432839939598,-768.4595129433782
76,0.6336062471947677,0.512384866312785,0.11470786693528089,4.634283245074812,-763.8252296983034
